id,latest_ep,name,genre,status,score,review,publish_year,duration,link
4105,12/12,Plus-Sized Elf,Tình cảm,Hoàn thành,4.0,56,2024,12 Tập,https://animehay.cam/thong-tin-phim/plus-sized-elf-4105.html
4105,12/12,Plus-Sized Elf,Harem,Hoàn thành,4.0,56,2024,12 Tập,https://animehay.cam/thong-tin-phim/plus-sized-elf-4105.html
4105,12/12,Plus-Sized Elf,Siêu nhiên,Hoàn thành,4.0,56,2024,12 Tập,https://animehay.cam/thong-tin-phim/plus-sized-elf-4105.html
4108,12/??,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,Anime,Đang tiến hành,6.7,49,2024,?? Tập,https://animehay.cam/thong-tin-phim/vtuber-legend-how-i-went-viral-after-forgetting-to-turn-off-my-stream-4108.html
4108,12/??,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,Hài hước,Đang tiến hành,6.7,49,2024,?? Tập,https://animehay.cam/thong-tin-phim/vtuber-legend-how-i-went-viral-after-forgetting-to-turn-off-my-stream-4108.html
4108,12/??,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,Tình cảm,Đang tiến hành,6.7,49,2024,?? Tập,https://animehay.cam/thong-tin-phim/vtuber-legend-how-i-went-viral-after-forgetting-to-turn-off-my-stream-4108.html
4108,12/??,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,Giả tưởng,Đang tiến hành,6.7,49,2024,?? Tập,https://animehay.cam/thong-tin-phim/vtuber-legend-how-i-went-viral-after-forgetting-to-turn-off-my-stream-4108.html
4108,12/??,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,Đời thường,Đang tiến hành,6.7,49,2024,?? Tập,https://animehay.cam/thong-tin-phim/vtuber-legend-how-i-went-viral-after-forgetting-to-turn-off-my-stream-4108.html
4116,11/??,Atri: My Dear Moments,Anime,Đang tiến hành,7.5,41,2024,?? Tập,https://animehay.cam/thong-tin-phim/atri-my-dear-moments-4116.html
4116,11/??,Atri: My Dear Moments,Tình cảm,Đang tiến hành,7.5,41,2024,?? Tập,https://animehay.cam/thong-tin-phim/atri-my-dear-moments-4116.html
4116,11/??,Atri: My Dear Moments,Drama,Đang tiến hành,7.5,41,2024,?? Tập,https://animehay.cam/thong-tin-phim/atri-my-dear-moments-4116.html
3510,4/4,Strike the Blood V,Anime,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
3510,4/4,Strike the Blood V,Hành động,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
3510,4/4,Strike the Blood V,Hài hước,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
3510,4/4,Strike the Blood V,Tình cảm,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
3510,4/4,Strike the Blood V,Harem,Hoàn thành,8.5,125,2022,4 Tập,https://animehay.cam/thong-tin-phim/strike-the-blood-v-3510.html
